SQL> select VMGR.vmgr_tape_side.poolname, cns_seg_metadata.copyno, cns_class_metadata.name fileclass,
  2         (case when cns_file_metadata.filesize < 300000000 then 1 else 0 end) isSmallFile,
  3         count(*), sum(cns_file_metadata.filesize)
  4    from cns_seg_metadata, cns_file_metadata, cns_class_metadata, VMGR.vmgr_tape_side
  5   where cns_seg_metadata.s_fileid = cns_file_metadata.fileid
  6     and cns_file_metadata.fileclass = cns_class_metadata.classid
  7     and cns_seg_metadata.vid = VMGR.vmgr_tape_side.VID
  8   group by VMGR.vmgr_tape_side.poolname, cns_seg_metadata.copyno, cns_class_metadata.name,
  9            (case when cns_file_metadata.filesize < 300000000 then 1 else 0 end)
 10   order by cns_class_metadata.name, cns_seg_metadata.copyno, VMGR.vmgr_tape_side.poolname, isSmallFile;

POOLNAME            COPYNO FILECLASS       ISSMALLFILE   COUNT(*) SUM(CNS_FILE_METADATA.FILESIZE)
lep_data                 1 na60cdr                   1      49413 7.1900E+12
lep_data                 2 na60cdr                   0        302 2.3021E+11
lep_data                 2 na60cdr                   1      49399 7.1872E+12
user_small               2 na60cdr                   1         14 2870064460
lep_data                 3 na60cdr                   1         22 3731354408
lep_data                 1 na60dig                   0       3621 2.1345E+12
lep_data                 1 na60dig                   1        373 5.3193E+10
vlep_data                1 na60dig                   0         41 2.3589E+10
vlep_data                1 na60dig                   1          4 865563951
lep_data                 2 na60dig                   0          1 600011609
lep_data                 1 na60dst1                  0       1026 1.3196E+12
lep_data                 1 na60dst1                  1       1709 9.5113E+10
user_new                 1 na60dst1                  0        402 2.2301E+11
user_new                 1 na60dst1                  1       1331 8.2267E+10
vlep_data                1 na60dst1                  0         76 1.0093E+11
vlep_data                1 na60dst1                  1         46 3298383439
alice_new                1 na60dst2                  0        268 2.5523E+11
alice_new                1 na60dst2                  1         23 4158765549
alice_new2               1 na60dst2                  0        307 2.9464E+11
alice_new2               1 na60dst2                  1         21 3919733511
lep_data                 1 na60dst2                  0        888 1.1650E+12
lep_data                 1 na60dst2                  1        108 1.6149E+10
valice_new               1 na60dst2                  0         37 3.6988E+10
valice_new               1 na60dst2                  1          3 230031577
valice_new2              1 na60dst2                  0          4 5081514739
vlep_data                1 na60dst2                  0          5 7911044895
na61                     1 na61                      0     356008 3.3684E+14
na61                     1 na61                      1     621435 5.6258E+13
user_new                 1 na61                      1         32 3500437262
na61                     2 na61                      0          1 1074242084
default                  1 nap                       0         30 1.2392E+10
default                  1 nap                       1     200200 1.5986E+12
lep_data                 1 nap                       0        492 1.6340E+11
lep_data                 1 nap                       1     405589 7.5067E+12
public_user              1 nap                       0        319 5.6577E+12
public_user              1 nap                       1        620 2.8157E+10
user_new                 1 nap                       0        683 6.5423E+12
user_new                 1 nap                       1        165 1.4878E+10
user_small               1 nap                       1          2 10342400
vlep_data                1 nap                       1       2589 8543966341
default                  2 nap                       0        103 3.7272E+10
default                  2 nap                       1     211138 1.0002E+12
lep_data                 2 nap                       0        417 1.3791E+11
lep_data                 2 nap                       1     392720 8.0717E+12
public_user              2 nap                       0        319 5.6577E+12
public_user              2 nap                       1        620 2.8157E+10
user_new                 2 nap                       0        683 6.5423E+12
user_new                 2 nap                       1        165 1.4878E+10
user_small               2 nap                       1          3 16650240
vlep_data                2 nap                       0          2 607855612
vlep_data                2 nap                       1       4520 4.1812E+10
default                  3 nap                       1          3 10762240
lep_data                 3 nap                       1         24 71915520
user_small               3 nap                       1          6 25456640
user_small               4 nap                       1          2 10342400
cdrpool                  1 nap_single                1         40 43120640
cms_csa_07               1 nap_single                1       2628 1.2692E+10
default                  1 nap_single                0          7 6299703699
default                  1 nap_single                1     537592 2.3878E+12
lep_data                 1 nap_single                0         23 7.0755E+11
lep_data                 1 nap_single                1    1741482 1.1920E+13
na61                     1 nap_single                1         29 25118720
ntof                     1 nap_single                1        161 473333760
public_user              1 nap_single                1     690747 2.8210E+12
user_new                 1 nap_single                0         24 1.2039E+12
user_new                 1 nap_single                1    1254267 6.2668E+12
user_small               1 nap_single                1       1124 6712002560
vcms_csa_07              1 nap_single                1       1844 9579259900
vlep_data                1 nap_single                0          1 1195756309
vlep_data                1 nap_single                1      22780 1.0163E+11
vuser_new                1 nap_single                1        120 420792320
default                  2 nap_single                1        237 1564873333
lep_data                 2 nap_single                1        869 6011663783
public_user              2 nap_single                1         21 98437120
vlep_data                2 nap_single                1          9 66485603
default                  1 nomad                     0        127 1.8077E+11
default                  1 nomad                     1       4662 2.3426E+11
lep_data                 1 nomad                     0       5766 3.2090E+12
lep_data                 1 nomad                     1      57747 4.0891E+12
na481                    1 nomad                     0          1 520531200
public_user              1 nomad                     1       2381 8.7970E+10
user_new                 1 nomad                     0          5 1.0737E+10
user_new                 1 nomad                     1        600 7.1533E+10
vlep_data                1 nomad                     0         17 5517936000
vlep_data                1 nomad                     1         17 2946700800
lep_data                 2 nomad                     0       5091 2.5544E+12
lep_data                 2 nomad                     1      35351 2.7573E+12
public_user              2 nomad                     1       2381 8.7970E+10
user_small               2 nomad                     0        756 7.9913E+11
user_small               2 nomad                     1      26156 1.5349E+12
vlep_data                2 nomad                     0         69 5.3049E+10
vlep_data                2 nomad                     1       1519 1.0567E+11
lep_data                 1 nomad_delayed             0        374 6.9775E+11
lep_data                 1 nomad_delayed             1      73227 2.5232E+12
user_new                 1 nomad_delayed             1       1215 7571779200
lep_data                 2 nomad_delayed             1          3 94233600
lep_data                 1 ntof                      0      18631 2.3494E+13
lep_data                 1 ntof                      1      74176 1.6030E+12
ntof                     1 ntof                      0     206439 2.7749E+14
ntof                     1 ntof                      1     533209 1.6541E+13
user_new                 1 ntof                      0          9 9810913480
user_new                 1 ntof                      1         28 1552949270
vlep_data                1 ntof                      0         76 1.1274E+11
vlep_data                1 ntof                      1        154 3231618672
lep_data                 2 ntof                      0          3 5696452308
lep_data                 2 ntof                      1          5 46387832
lep_data                 3 ntof                      1          1 43494660
lep_data                 1 ntofcdr                   0     180747 2.4496E+14
lep_data                 1 ntofcdr                   1     261177 6.0874E+12
ntof                     1 ntofcdr                   1      49567 4.6964E+12
user_new                 1 ntofcdr                   1       6164 3662667792
vlep_data                1 ntofcdr                   0        308 3.7651E+11
vlep_data                1 ntofcdr                   1        415 1.0071E+10
lep_data                 2 ntofcdr                   0          7 7511248512
lep_data                 2 ntofcdr                   1          6 384145124
ntof_1                   1 ntofdual                  0      41173 5.3124E+13
ntof_1                   1 ntofdual                  1      75314 2.1142E+12
ntof_2                   2 ntofdual                  0      41173 5.3124E+13
ntof_2                   2 ntofdual                  1      75314 2.1142E+12
lep_data                 1 opal                      0      12629 5.8343E+12
lep_data                 1 opal                      1     358808 3.3250E+13
user_new                 1 opal                      1          2 39981600
vlep_data                1 opal                      0          3 1343854800
vlep_data                1 opal                      1       2129 1.1160E+11
lep_data                 2 opal                      0      10346 4.7539E+12
lep_data                 2 opal                      1     298432 2.7489E+13
vlep_data                2 opal                      0       2286 1.0818E+12
vlep_data                2 opal                      1      62505 5.8720E+12
lep_data                 3 opal                      0          3 1593561600
lep_data                 3 opal                      1         38 6414487200
lep_data                 4 opal                      1          2 322606800
lep_data                 1 opal_ntuple               0         83 3.3384E+10
lep_data                 1 opal_ntuple               1        947 9.6465E+10
lep_data                 2 opal_ntuple               0         83 3.3384E+10
lep_data                 2 opal_ntuple               1        946 9.6383E+10
vlep_data                2 opal_ntuple               1          1 82804736
lep_data                 1 opalcsdst                 0       8408 5.3860E+12
lep_data                 1 opalcsdst                 1       5706 4.3566E+11
vlep_data                1 opalcsdst                 0         66 4.5180E+10
vlep_data                1 opalcsdst                 1         11 423597600
lep_data                 2 opalcsdst                 0         88 5.6160E+10
lep_data                 2 opalcsdst                 1         52 4018410000
user_small               2 opalcsdst                 0       8386 5.3750E+12
user_small               2 opalcsdst                 1       5665 4.3206E+11
lep_data                 1 opera                     0        639 4.7671E+11
lep_data                 1 opera                     1       8804 4.8016E+10
lep_data                 1 operatestbeam             0          1 429037409
lep_data                 1 operatestbeam             1       5372 1.4107E+11
lep_data                 2 operatestbeam             0          1 429037409
lep_data                 2 operatestbeam             1       5372 1.4107E+11
lep_data                 3 operatestbeam             1          9 176913207
lep_data                 4 operatestbeam             1          4 92373256
cms_user                 1 sft                       0        926 2.7790E+12
cms_user                 1 sft                       1      23769 2.4548E+12
cmsfamily_new4           1 sft                       1          1 79065587
lep_data                 1 sft                       0         19 6.2529E+10
lep_data                 1 sft                       1        234 5191022696
ntof                     1 sft                       1          9 669282381
user_new                 1 sft                       0       1093 1.4625E+12
user_new                 1 sft                       1      18814 1.5230E+12
cms_user                 2 sft                       0        926 2.7790E+12
cms_user                 2 sft                       1      23769 2.4548E+12
cmsfamily_new4           2 sft                       1          1 79065587
lep_data                 2 sft                       0         19 6.2529E+10
lep_data                 2 sft                       1        215 4742481737
ntof                     2 sft                       1          9 669282381
user_new                 2 sft                       0       1093 1.4625E+12
user_new                 2 sft                       1      18814 1.5227E+12
user_small               2 sft                       1         15 414206590
vlep_data                2 sft                       1          3 34110509
user_new                 3 sft                       0         22 3.2057E+10
user_new                 3 sft                       1        260 1.7835E+10
user_new                 3 temp                      1         27 40196
default                  1 test2                     1        343 4.9195E+10
lep_data                 1 test2                     0       3151 1.5256E+12
lep_data                 1 test2                     1     219862 1.7596E+13
test_LTO5                1 test2                     1     117812 2.3561E+13
vlep_data                1 test2                     0          6 3098294224
vlep_data                1 test2                     1        968 7.3167E+10
default                  2 test2                     1       5186 2.9901E+11
lep_data                 2 test2                     0       3144 1.5223E+12
lep_data                 2 test2                     1     186907 1.6607E+13
test_LTO5                2 test2                     1     117780 2.3555E+13
user_small               2 test2                     1          1 20023200
vlep_data                2 test2                     0         13 6366270160
vlep_data                2 test2                     1       4322 3.2175E+11
lep_data                 3 test2                     1          1 43351200
atlas_cernt3             1 user                      0      61816 7.0405E+13
atlas_cernt3             1 user                      1    2035147 3.5185E+13
atlas_dur_bak            1 user                      1          2 774922
cernt3_user              1 user                      1       6425 1062324359
cms_user                 1 user                      1          1 1029
default                  1 user                      0      91152 5.0294E+13
default                  1 user                      1    3769880 6.6503E+13
lep_data                 1 user                      0        206 1.5640E+11
lep_data                 1 user                      1        320 2.0149E+10
user_new                 1 user                      0        143 7.1065E+10
user_new                 1 user                      1       4843 1.0764E+11
user_small               1 user                      1         65 552943616
vcmscdr2                 1 user                      1          1 6297600
vlep_data                1 user                      1          3 7572364
vuser_new                1 user                      1         25 766728455
default                  2 user                      0       2217 1.4368E+12
default                  2 user                      1     136722 2.9139E+12
lep_data                 2 user                      0          1 330318000
lep_data                 2 user                      1        145 718511461
default                  3 user                      0         24 3.1799E+10
default                  3 user                      1       1398 842979894
default                  4 user                      0         21 2.8208E+10
default                  4 user                      1       1342 507796678
default                  5 user                      0         11 2.1806E+10
default                  5 user                      1       1016 1388995
default                  6 user                      0          7 1.5032E+10
default                  6 user                      1          1 17
default                  7 user                      0          3 6442450941
default                  7 user                      1          1 17
default                  8 user                      0          3 6442450941
default                  8 user                      1          1 17
default                  9 user                      0          3 6442450941
default                  9 user                      1          1 17
lep_data                 1 webcast                   0          8 5457172492
lep_data                 1 webcast                   1          9 316563010
